Title,Genre,Year,Rating
Riders to the Stars,"['Drama', 'Sci-Fi']",1954,5.5
The Modern Ocean,['Drama'],,0
Junction,['Drama'],2023,0
The Lincoln Lawyer 2,['Drama'],,0
The Dinner,"['Crime', 'Drama', 'Thriller']",2017,4.5
It Couldn't Happen Here,"['Adventure', 'Drama', 'Musical']",1987,6.5
Kiss Me Again,"['Romance', 'Drama']",2006,4.9
Falling in Love,"['Drama', 'Romance']",1984,6.4
Nil by Mouth,['Drama'],1997,7.3
Daydream Nation,"['Drama', 'Romance']",2010,6.3
What Just Happened,"['Comedy', 'Drama']",2008,5.6
Freeheld,"['Biography', 'Drama', 'Romance']",2015,6.6
Still Life,['Drama'],2013,7.4
Trans-Europ-Express,"['Comedy', 'Drama', 'Mystery']",1966,7
Jeffrey,"['Comedy', 'Drama']",1995,6.8
Kapoor & Sons,"['Comedy', 'Drama', 'Family']",2016,7.7
The Crossing,"['Adventure', 'Drama', 'Family']",2014,6.4
The Crossing,"['Drama', 'History', 'Romance']",2014,6.1
Even Cowgirls Get the Blues,"['Comedy', 'Drama', 'Romance']",1993,4.3
Melvin and Howard,"['Comedy', 'Drama']",1980,6.8
Henry's Crime,"['Comedy', 'Crime', 'Drama']",2010,5.9
Restraint,"['Drama', 'Thriller']",2008,6
The Upside of Anger,"['Comedy', 'Drama']",2005,6.8
Becket,"['Biography', 'Drama', 'History']",1964,7.8
Buddy,"['Adventure', 'Comedy', 'Drama']",1997,4.8
The Wrong Wife,['Drama'],2019,5.3
Don's Plum,"['Comedy', 'Drama']",2001,5.6
Sweet Dreams,"['Biography', 'Drama', 'Music']",1985,7
6 Below: Miracle on the Mountain,"['Biography', 'Drama', 'Sport']",2017,5.7
Downtown Owl,['Drama'],,0
Me and You and Everyone We Know,"['Comedy', 'Drama']",2005,7.2
Savannah,"['Drama', 'Family', 'History']",2013,5.7
It's Such a Beautiful Day,"['Animation', 'Comedy', 'Drama']",2012,8.2
The Nightcomers,"['Drama', 'Horror', 'Thriller']",1971,5.8
The Dish,"['Comedy', 'Drama', 'History']",2000,7.2
The Shepherd of the Hills,"['Adventure', 'Drama', 'Romance']",1941,6.9
Ginger & Rosa,['Drama'],2012,6.2
Breakin' 2: Electric Boogaloo,"['Comedy', 'Drama', 'Musical']",1984,5.1
Hearts Beat Loud,"['Comedy', 'Drama', 'Music']",2018,6.9
The Fugitive Kind,"['Drama', 'Romance']",1960,7.1
Heartland,"['Drama', 'Romance']",2016,6
Bela Donna,"['Drama', 'Romance']",1998,4
The Indian Runner,['Drama'],1991,6.9
Lost Souls,"['Drama', 'Horror', 'Thriller']",2000,4.8
The Ox-Bow Incident,"['Drama', 'Western']",1942,8
"Alice, Darling","['Drama', 'Thriller']",2022,0
Hell's Angels,"['Drama', 'War']",1930,7.3
Outside In,['Drama'],2017,6.7
Racing Lady,"['Drama', 'Romance', 'Sport']",1937,5.7
Old Enough,['Drama'],1984,6.3
The Bells of St. Mary's,['Drama'],1945,7.2
Gregory's Girl,"['Comedy', 'Drama', 'Romance']",1980,7.1
The Chicago 8,['Drama'],2011,5.8
Hugas,['Drama'],2022,4.9
Intermission,"['Comedy', 'Crime', 'Drama']",2003,6.8
Dad,"['Comedy', 'Drama']",1989,6.3
Sir,"['Drama', 'Romance']",2018,7.7
Frontera,"['Drama', 'Thriller', 'Western']",2014,6.6
King Cobra,"['Crime', 'Drama']",2016,5.6
Taekwondo,"['Comedy', 'Drama', 'Romance']",2016,6.5
The Seagull,"['Comedy', 'Drama', 'Romance']",2018,5.7
Gothic,"['Drama', 'Fantasy', 'Horror']",1986,5.6
Darling,"['Drama', 'Romance']",1965,7
Almost Christmas,"['Comedy', 'Drama', 'Romance']",2016,6.1
Redbelt,"['Drama', 'Sport']",2008,6.7
Izzy Gets the Fuck Across Town,"['Comedy', 'Drama', 'Music']",2017,5.5
Caught,"['Crime', 'Drama', 'Mystery']",2015,4.9
F*&% the Prom,"['Comedy', 'Drama']",2017,4.1
Saint Frances,"['Comedy', 'Drama']",2019,7.1
Contracted,"['Drama', 'Horror', 'Thriller']",2013,5.3
Red White & Blue,"['Drama', 'History', 'Thriller']",2010,6.3
Heaven,"['Crime', 'Drama', 'Romance']",2002,7
Don't Knock Twice,"['Drama', 'Fantasy', 'Horror']",2016,5.1
Private Lessons: Another Story,['Drama'],1994,4.2
More Beautiful for Having Been Broken,['Drama'],2019,5.7
School Daze,"['Comedy', 'Drama', 'Musical']",1988,6
Yankee Doodle Dandy,"['Biography', 'Drama', 'Family']",1942,7.6
Puzzle,['Drama'],2018,6.7
Puzzle,"['Mystery', 'Romance', 'Thriller']",2018,6.3
Love Jones,"['Drama', 'Romance']",1997,7.3
God's Not Dead: We the People,['Drama'],2021,4.1
Sword of Trust,"['Comedy', 'Drama']",2019,6.3
Kit Kittredge: An American Girl,"['Comedy', 'Drama', 'Family']",2008,6.5
The Pick-up Artist,"['Comedy', 'Crime', 'Drama']",1987,5.3
Benjamin,"['Comedy', 'Drama', 'Romance']",2018,6.6
Love Ranch,"['Biography', 'Comedy', 'Drama']",2010,5.6
Thumbsucker,"['Comedy', 'Drama']",2005,6.5
The House of Mirth,"['Romance', 'Drama']",2000,7
Where the Day Takes You,"['Crime', 'Drama', 'Thriller']",1992,6.5
Vera Drake,"['Crime', 'Drama']",2004,7.6
Uttama Villain,"['Comedy', 'Drama']",2015,7.3
Huesera,"['Drama', 'Horror']",2022,8.2
White Bird: A Wonder Story,"['Biography', 'Drama', 'War']",2022,0
Houseboat,"['Comedy', 'Drama', 'Family']",1958,6.6
Out of Exile,['Drama'],2022,0
Cutter's Way,"['Crime', 'Drama', 'Mystery']",1981,6.8
Continue,['Drama'],2022,8.4
End of the Road,"['Drama', 'Mystery', 'Thriller']",2022,0
Walking the Halls,"['Drama', 'Thriller']",2012,5.4
Mr. Klein,"['Crime', 'Drama', 'Mystery']",1976,7.5
To Keep the Light,"['Drama', 'History']",2016,6.2
Sunshine,"['Drama', 'History', 'Romance']",1999,7.5
Rosencrantz & Guildenstern Are Dead,"['Comedy', 'Drama']",1990,7.3
Sex Weather,"['Comedy', 'Drama', 'Romance']",2018,5.6
Blue Sky,"['Drama', 'Romance']",1994,6.4
Your Sister's Sister,"['Comedy', 'Drama', 'Romance']",2011,6.7
Holler,['Drama'],2020,6.2
Something Wicked,"['Drama', 'Horror', 'Mystery']",2014,4.6
SNL,['Drama'],,0
Jonathan,"['Drama', 'Sci-Fi']",2018,5.9
Three Headed Beast,['Drama'],2022,7
Clean and Sober,['Drama'],1988,6.7
Truly Madly Deeply,"['Comedy', 'Drama', 'Fantasy']",1990,7.2
A.I. Rising,"['Drama', 'Romance', 'Sci-Fi']",2018,5.1
A Raisin in the Sun,['Drama'],1961,8
Palindromes,"['Comedy', 'Drama']",2004,6.7
A Kind of Murder,"['Crime', 'Drama', 'Thriller']",2016,5.3
I Dreamed of Africa,"['Adventure', 'Biography', 'Drama']",2000,5.5
Fireflies in the Garden,['Drama'],2008,6.4
The Sun Is Also a Star,"['Drama', 'Music', 'Romance']",2019,5.9
The World Unseen,"['Drama', 'Romance']",2007,6.5
All I Wish,"['Comedy', 'Drama', 'Romance']",2017,5.2
Female Perversions,"['Drama', 'Fantasy', 'Thriller']",1996,5.4
Jindabyne,"['Crime', 'Drama', 'Mystery']",2006,6.3
Cube Zero,"['Drama', 'Mystery', 'Sci-Fi']",2004,5.6
This Sporting Life,"['Drama', 'Sport']",1963,7.5
The Magnificent Ambersons,"['Drama', 'Romance']",1942,7.6
The Bachelors,"['Comedy', 'Drama', 'Romance']",2017,6.8
The Policeman's Lineage,"['Crime', 'Drama']",2022,6.1
Modigliani,"['Biography', 'Drama']",2004,7.2
Purity Falls,"['Drama', 'Thriller']",2019,4.7
Band Aid,"['Comedy', 'Drama', 'Music']",2017,6.6
Europa Europa,"['Drama', 'History', 'War']",1990,7.5
UFO,"['Drama', 'Mystery', 'Sci-Fi']",2018,6.2
Beneath a Scarlet Sky,['Drama'],,0
The Immaculate Room,"['Drama', 'Thriller']",2022,6.8
O Lucky Man!,"['Comedy', 'Drama', 'Fantasy']",1973,7.6
Dr. T & the Women,"['Comedy', 'Drama', 'Romance']",2000,4.7
The Strange Woman,"['Drama', 'Film-Noir', 'Romance']",1946,6.6
Birdman of Alcatraz,"['Biography', 'Crime', 'Drama']",1962,7.8
Mirrormask,"['Drama', 'Fantasy']",2005,6.7
Becoming,"['Drama', 'Horror', 'Sci-Fi']",2020,4.7
Deceiver,"['Crime', 'Drama', 'Mystery']",1997,6.5
The Final Girl,['Drama'],2010,3.5
In Too Deep,"['Crime', 'Drama', 'Thriller']",1999,6.2
Descent,"['Drama', 'Thriller']",2007,4.7
The Violent Heart,"['Drama', 'Thriller']",2020,5.8
Obsession,"['Drama', 'Mystery', 'Thriller']",1976,6.7
Obsession,"['Crime', 'Drama', 'Romance']",1976,7.6
The Princess Switch,"['Comedy', 'Drama', 'Family']",2018,6
T11 Incomplete,['Drama'],2020,4.8
The Mandela Effect,"['Drama', 'Sci-Fi', 'Thriller']",2019,5.8
The Odyssey,"['Adventure', 'Biography', 'Drama']",#N/A,6.6
The Odyssey,['Adventure'],#N/A,0
Night Nurse,"['Comedy', 'Crime', 'Drama']",1931,7
Tom Horn,"['Biography', 'Crime', 'Drama']",1980,6.8
Glitter,"['Drama', 'Music', 'Romance']",2001,2.3
The Gemini Lounge,"['Crime', 'Drama', 'Thriller']",,0
Lee,"['Biography', 'Drama']",,0
Allswell,"['Comedy', 'Drama']",2022,0
Where Is Kyra?,['Drama'],2017,5.5
Moffie,"['Drama', 'Romance', 'War']",2019,6.8
The Middle Man,"['Comedy', 'Drama']",2021,5.8
Girl 6,"['Comedy', 'Drama']",1996,5.2
Raintree County,"['Drama', 'Romance', 'War']",1957,6.3
The Deep End,"['Crime', 'Drama', 'Mystery']",2001,6.5
Deceived,"['Crime', 'Drama', 'Mystery']",1991,6.1
A Thousand Words,"['Comedy', 'Drama', 'Fantasy']",2012,5.8
Prefontaine,"['Biography', 'Drama', 'Romance']",1997,6.8
Viva Zapata!,"['Biography', 'Drama', 'History']",1952,7.3
The Phantom of the Opera at the Royal Albert Hall,"['Drama', 'Music', 'Musical']",2011,8.8
The Astronaut Farmer,"['Adventure', 'Drama', 'Sci-Fi']",2006,6.3
Prom,"['Comedy', 'Drama', 'Family']",2011,5.4
The Wrong Man,"['Drama', 'Film-Noir']",1956,7.4
China Girl,"['Crime', 'Drama', 'Romance']",1987,6.2
Cronaca di un amore,"['Crime', 'Drama', 'Romance']",1950,7.1
Lupin the IIIrd: Mine Fujiko no Uso,"['Animation', 'Adventure', 'Crime']",2019,6.9
Love Shot,"['Comedy', 'Crime', 'Romance']",2018,5.4
Loosies,"['Comedy', 'Crime', 'Romance']",2011,6.1
Aala Kaf Ifrit,"['Crime', 'Drama', 'Thriller']",2017,7
Nishant,"['Crime', 'Drama']",1975,7.6
Everlasting,"['Crime', 'Drama', 'Mystery']",2016,6.1
The Damned Don't Cry,"['Crime', 'Drama', 'Film-Noir']",1950,7.2
Laal Rang,"['Comedy', 'Crime', 'Drama']",2016,7.8
The Reports on Sarah and Saleem,"['Crime', 'Drama', 'Mystery']",2018,7.2
The Object of Beauty,"['Comedy', 'Crime', 'Drama']",1991,5.6
Amsusarin,"['Crime', 'Drama']",2018,6.7
Gu,"['Crime', 'Horror', 'Thriller']",1981,6.4
Winterkartoffelknödel,"['Comedy', 'Crime']",2014,6.9
Love the Hard Way,"['Drama', 'Crime', 'Romance']",2001,6.3
The Dark Past,"['Crime', 'Film-Noir', 'Thriller']",1948,6.3
To mikro psari,"['Crime', 'Drama']",2014,7.1
Une belle fille comme moi,"['Comedy', 'Crime', 'Drama']",1972,6.5
As Good as Dead,"['Crime', 'Thriller']",2010,5.1
Ghanchakkar,"['Comedy', 'Crime', 'Thriller']",2013,5.8
My Stepfather's Secret,"['Crime', 'Drama', 'Mystery']",2019,4.6
Regína,"['Comedy', 'Crime', 'Family']",2001,5.5
Sherlock Holmes und das Halsband des Todes,"['Crime', 'Drama', 'Mystery']",1962,5.4
Dirty O'Neil,"['Comedy', 'Crime', 'Drama']",1974,5.1
Cities of Last Things,"['Crime', 'Drama', 'Sci-Fi']",2018,6.2
Fever,"['Crime', 'Mystery']",2016,4.7
Navajeros,"['Crime', 'Drama', 'Thriller']",1980,6.5
Funland,"['Comedy', 'Crime']",1987,4.3
Knuckle Jack,"['Crime', 'Drama']",2014,5.8
Rise and Fall of Idi Amin,"['Biography', 'Crime', 'Drama']",1981,6
Piligrimai,"['Crime', 'Drama']",2021,6.2
Daughter of Darkness,"['Crime', 'Drama', 'Horror']",1948,6.7
Madeleine,"['Crime', 'Drama', 'Mystery']",1950,6.9
Die Todesgöttin des Liebescamps,['Crime'],1981,3.7
Il delitto di Via Monte Parioli,"['Crime', 'Mystery']",1998,6.8
Halahal,"['Crime', 'Drama', 'Mystery']",2020,7
Regarde les hommes tomber,"['Crime', 'Drama']",1994,6.6
Double Whammy,"['Comedy', 'Crime', 'Drama']",2001,5.7
Tulitikkutehtaan tyttö,"['Comedy', 'Crime', 'Drama']",1990,7.5
Ageli provaton,"['Crime', 'Drama']",2021,6.4
Wu sha,"['Crime', 'Drama', 'Thriller']",2019,6.8
Ardh Satya,"['Crime', 'Drama']",1983,8.1
Rien ne va plus,"['Comedy', 'Crime', 'Thriller']",1997,6.5
Symphonie pour un massacre,"['Crime', 'Drama']",1963,7.2
"Norte, hangganan ng kasaysayan","['Crime', 'Drama']",2013,7.5
Hot Blood,"['Crime', 'Drama']",1989,4.4
Staten Island,"['Comedy', 'Crime', 'Drama']",2009,5.9
Father Brown,"['Comedy', 'Crime', 'Drama']",1954,6.7
Do Ankhen Barah Haath,"['Comedy', 'Crime', 'Drama']",1957,8.4
The Brides of Fu Manchu,"['Adventure', 'Crime']",1966,5.4
Gemide,"['Crime', 'Drama']",1998,8
True Blue,"['Crime', 'Drama', 'Thriller']",2001,5.2
Tropical Heat,"['Crime', 'Drama', 'Mystery']",1993,4.5
Pa negre,"['Crime', 'Drama']",2010,6.9
Johnny Stool Pigeon,"['Crime', 'Drama', 'Film-Noir']",1949,6.6
Le Miracle du Saint Inconnu,"['Comedy', 'Crime']",2019,6.5
She's Just a Shadow,"['Crime', 'Drama', 'Thriller']",2019,4.1
Five,"['Comedy', 'Crime', 'Drama']",2016,6.2
I Accuse,"['Crime', 'Drama', 'Thriller']",2003,5.5
The Trygon Factor,"['Comedy', 'Crime', 'Drama']",1966,5.8
The Sinister Urge,"['Crime', 'Drama', 'Thriller']",1960,2.6
Big Boys Don't Cry,"['Biography', 'Crime', 'Drama']",2020,7.3
Carry on Matron,"['Comedy', 'Crime']",1972,6.2
Blue Call,"['Crime', 'Drama', 'Horror']",2021,3.9
The Confidence Man JP: Princess,"['Comedy', 'Crime']",2020,6.7
L'homme qu'on aimait trop,"['Crime', 'Drama']",2014,6.1
Hard Vice,"['Crime', 'Drama', 'Thriller']",1994,3.6
Family Honor,"['Crime', 'Drama']",1973,5.8
The Tender Hook,"['Crime', 'Drama', 'Mystery']",2008,5.2
Untitled Tony Accardo/Sam Giancana Biopic,"['Biography', 'Crime', 'Drama']",,0
Break,"['Crime', 'Drama', 'Sport']",2020,4.6
Break,"['Adventure', 'Drama', 'Thriller']",2020,4.6
Gunshy,"['Crime', 'Drama']",1998,5.9
Le serpent aux mille coupures,"['Crime', 'Thriller']",2017,6
369,"['Crime', 'Mystery', 'Thriller']",2018,5.8
Ek Chalis Ki Last Local,"['Adventure', 'Comedy', 'Crime']",2007,7.3
Morgiana,"['Crime', 'Drama', 'Horror']",1972,7.2
Treehouse Hostage,"['Adventure', 'Comedy', 'Crime']",1999,5.1
Vice Academy 4,"['Comedy', 'Crime']",1995,4.2
Arjuna Phalguna,"['Comedy', 'Crime', 'Thriller']",2021,4.6
Black Bud,"['Crime', 'Drama', 'Thriller']",2018,6
She-Wolf of London,"['Crime', 'Horror', 'Mystery']",1946,5.2
Mein Bruder heisst Robert und ist ein Idiot,"['Crime', 'Drama']",2018,4.9
Jerry and Tom,"['Comedy', 'Crime', 'Drama']",1998,6.5
Le battant,"['Crime', 'Drama', 'Thriller']",1983,6.3
Trailer Park Boys: Don't Legalize It,"['Comedy', 'Crime', 'Drama']",2014,7.3
The Capture,"['Crime', 'Drama', 'Western']",1950,5.9
Walking Across Egypt,"['Comedy', 'Crime', 'Drama']",1999,7.1
That Sinking Feeling,"['Comedy', 'Crime']",1979,6.7
Locusts,"['Crime', 'Thriller']",2019,4.9
Return from the Ashes,"['Crime', 'Drama', 'Thriller']",1965,7
Anadolu Leopari,"['Crime', 'Drama', 'Mystery']",2021,6.3
420 IPC,['Crime'],2021,6.5
Ek Ladki Ko Dekha Toh Aisa Laga,"['Comedy', 'Crime', 'Drama']",2019,5.6
Pathaam Valavu,"['Crime', 'Drama', 'Thriller']",2022,7.3
Kôshikei,"['Comedy', 'Crime', 'Drama']",1968,7.5
Don't Go Too Far,"['Comedy', 'Crime', 'Drama']",2018,5.7
A House Is Not a Home,"['Crime', 'Drama', 'History']",1964,5.9
Strange Frame: Love & Sax,"['Animation', 'Crime', 'Music']",2012,7.5
Nightstalker,"['Crime', 'Horror']",2002,3.3
Crime and Punishment,"['Crime', 'Drama']",1935,6.9
He Ran All the Way,"['Crime', 'Drama', 'Film-Noir']",1951,7
Police des moeurs: Les filles de Saint Tropez,"['Crime', 'Drama']",1987,4.1
Shepherds and Butchers,"['Crime', 'Drama', 'Mystery']",2016,6.8
Buffet Froid,"['Comedy', 'Crime']",1979,7.3
The Bag Girls,['Crime'],2020,3.6
São Jorge,"['Crime', 'Drama']",2016,6.9
The Great Buddha+,"['Comedy', 'Crime', 'Drama']",2017,7.5
24 Exposures,"['Crime', 'Drama', 'Thriller']",2013,4.1
Beeba Boys,"['Crime', 'Drama', 'Thriller']",2015,5
The Crimson Kimono,"['Crime', 'Drama', 'Mystery']",1959,6.9
Les nuits rouges du bourreau de jade,"['Crime', 'Horror', 'Thriller']",2010,5.4
Swamp Water,"['Crime', 'Drama', 'Mystery']",1941,7
Pete Smalls Is Dead,"['Comedy', 'Crime']",2010,5
Araña,"['Crime', 'Drama', 'Thriller']",2019,6.3
The Pursuit of Happiness,"['Crime', 'Drama']",1971,6.2
The Baltimore Bullet,"['Comedy', 'Crime', 'Drama']",1980,5.9
Naam,"['Crime', 'Drama', 'Thriller']",1986,7.3
Speedway Junky,"['Crime', 'Drama', 'Romance']",1999,5.9
Chedda Boys,['Crime'],2021,0
Acapulco Gold,"['Crime', 'Drama', 'Thriller']",1976,4.4
Three Way,"['Crime', 'Drama', 'Thriller']",2004,4.6
Kaapa,['Crime'],2022,0
PTU,"['Crime', 'Drama', 'Thriller']",2003,6.9
Crypt of Dark Secrets,"['Crime', 'Horror']",1976,4.4
Tempo,"['Romance', 'Crime', 'Thriller']",2003,4.6
Sargasso,['Crime'],2019,4.2
The Cannabis Diary,['Crime'],2022,0
Failure!,"['Comedy', 'Crime', 'Drama']",,0
7 Minutes,"['Crime', 'Drama', 'Thriller']",2014,5
Play Back,"['Crime', 'Fantasy', 'Romance']",2021,7.9
Cold Feet,"['Comedy', 'Crime']",1989,4.7
La polizia brancola nel buio,"['Crime', 'Mystery', 'Sci-Fi']",1975,5
Face the Music,"['Crime', 'Drama']",1954,5.7
Pojkarna,"['Crime', 'Drama', 'Fantasy']",2015,6
Gangster Wars,"['Biography', 'Crime', 'Drama']",1981,6.5
Les ripoux,"['Comedy', 'Crime']",1984,7.2
A Scandal in Paris,"['Adventure', 'Crime', 'Romance']",1946,6.6
Bulldozer,['Crime'],2021,3.5
Nieve negra,"['Crime', 'Drama', 'Mystery']",2017,6.2
Daha,"['Crime', 'Drama']",2017,6.8
Trial by Jury,"['Crime', 'Drama', 'Thriller']",1994,5.4
The Big House,"['Crime', 'Drama', 'Thriller']",1930,7.1
Susan's Plan,"['Comedy', 'Crime']",1998,5.2
The Criminal Code,"['Crime', 'Drama', 'Romance']",1930,7
Mordene i Kongo,"['Crime', 'Drama']",2018,6.1
The Blood of Fu Manchu,"['Adventure', 'Crime']",1968,4.4
Gorilla at Large,"['Crime', 'Film-Noir', 'Mystery']",1954,5.3
Dræberne fra Nibe,"['Comedy', 'Crime', 'Drama']",2017,5.3
Prison Song,"['Crime', 'Drama']",2001,6.2
Voulez-vous danser avec moi?,"['Crime', 'Drama', 'Mystery']",1959,6.2
Badge 373,"['Crime', 'Drama', 'Thriller']",1973,5.7
Haseena Parkar,"['Biography', 'Crime', 'Drama']",2017,4.3
Strongroom,"['Crime', 'Drama']",1962,7.2
Applecart,"['Crime', 'Drama', 'Horror']",2015,5.5
Money,"['Crime', 'Mystery', 'Thriller']",2016,5.5
Female on the Beach,"['Crime', 'Drama', 'Film-Noir']",1955,6.4
Hurok,"['Crime', 'Sci-Fi', 'Thriller']",2016,6.5
Svemirci su krivi za sve,"['Comedy', 'Crime', 'Fantasy']",1991,3.8
The Wannabe,"['Crime', 'Drama', 'Mystery']",2015,5.1
Erotiki teleti,"['Crime', 'Romance']",1979,3.9
Nûdo no yoru: Ai wa oshiminaku ubau,"['Crime', 'Drama', 'Thriller']",2010,5.9
Sardunya,"['Crime', 'Drama']",2021,6.6
Ungli,"['Crime', 'Drama', 'Thriller']",2014,5.8
Lunch Wagon,"['Comedy', 'Crime', 'Romance']",1981,4.8
Nightingale,"['Crime', 'Drama']",2014,6.4
The Gun Runners,"['Crime', 'Drama', 'Film-Noir']",1958,6.2
A Crooked Somebody,"['Crime', 'Drama', 'Thriller']",2017,6.2
Scent of Mystery,"['Adventure', 'Crime', 'Mystery']",1960,5.6
Män kan inte våldtas,"['Crime', 'Drama']",1978,6
Johnny Eager,"['Crime', 'Film-Noir', 'Thriller']",1941,7
Tazza: One aideu jaek,"['Crime', 'Drama', 'Thriller']",2019,5.9
Die teuflischen Schwestern,"['Crime', 'Drama']",1977,4.4
Conspirator,"['Crime', 'Drama', 'Thriller']",1949,6.1
The Nature of the Beast,"['Crime', 'Horror', 'Mystery']",1995,6.3
Objectif: 500 millions,"['Crime', 'Drama', 'Thriller']",1966,6.3
2001: Do Hazaar Ek,"['Crime', 'Mystery', 'Thriller']",1998,3.8
Mortelle randonnée,"['Crime', 'Mystery', 'Romance']",1983,7
The Linguini Incident,"['Comedy', 'Crime']",1991,6.2
Bonded by Blood 2,"['Crime', 'Drama', 'Thriller']",2017,5.2
The Snorkel,"['Crime', 'Horror', 'Mystery']",1958,6.8
Mister 880,"['Comedy', 'Crime', 'Romance']",1950,7
The Amateur,"['Crime', 'Thriller']",1981,5.7
Leviano,"['Crime', 'Drama', 'Mystery']",2018,4.6
Coto de caza,"['Crime', 'Thriller']",1983,6.2
Chaalis Chauraasi,"['Comedy', 'Crime']",2012,6.2
The Rebel Rousers,"['Crime', 'Drama']",1970,4.1
The Man Who Wouldn't Die,"['Comedy', 'Crime', 'Mystery']",1942,6.6
Choose,"['Crime', 'Drama', 'Horror']",2011,4.7
Killer's Moon,"['Crime', 'Horror']",1978,4.8
The Xrossing,"['Crime', 'Drama', 'Thriller']",2020,5
O Segredo de Davi,"['Crime', 'Drama', 'Horror']",2018,5.6
The Long Haul,"['Crime', 'Drama', 'Thriller']",1957,6.7
The Death Kiss,"['Comedy', 'Crime', 'Drama']",1932,6
Double or Nothing,"['Comedy', 'Crime']",2022,0
The Moonshine War,"['Comedy', 'Crime', 'Drama']",1970,5.9
Somebody Killed Her Husband,"['Comedy', 'Crime', 'Mystery']",1978,4.9
Traitement de choc,"['Crime', 'Drama', 'Horror']",1973,6.1
Willie Dynamite,"['Crime', 'Drama']",1974,6.4
Gone by Dawn,"['Crime', 'Drama', 'Thriller']",2016,5.5
Yamini,"['Crime', 'Drama', 'Thriller']",2002,3.9
Deadly Hero,"['Crime', 'Drama', 'Thriller']",1975,5.8
Der Räuber,"['Biography', 'Crime', 'Drama']",2010,6.7
Evilenko,"['Crime', 'Drama', 'Thriller']",2003,6.2
Macon County Jail,"['Crime', 'Thriller']",1997,4.2
Who Killed Teddy Bear,"['Crime', 'Drama', 'Mystery']",1965,6.6
Non essere cattivo,"['Crime', 'Drama']",2015,7.1
Three Strangers,"['Crime', 'Drama', 'Film-Noir']",1946,7
La notte brava,"['Crime', 'Drama']",1959,7.1
Bonnie & Clyde: The True Story,"['Crime', 'Drama']",1992,5.5
A Dangerous Profession,"['Crime', 'Drama', 'Film-Noir']",1949,6
Edges of the Lord,"['Crime', 'Drama', 'Romance']",2001,6.7
Masukarêdo hoteru,"['Crime', 'Drama', 'Mystery']",2019,6.3
Thankam,"['Crime', 'Drama']",,0
Les apparences,"['Crime', 'Drama', 'Thriller']",2020,6.1
Johnny Angel,"['Crime', 'Drama', 'Film-Noir']",1945,6.3
Dos ekis,"['Crime', 'Romance', 'Thriller']",2001,6.5
The Badge,"['Crime', 'Drama', 'Mystery']",2002,6.1
Ren tou dou fu tang,"['Biography', 'Crime', 'Horror']",2001,4.4
Bulldog Drummond,"['Crime', 'Drama', 'Mystery']",1929,6.3
Rattled!,"['Comedy', 'Crime']",2022,0
The Raging Tide,"['Crime', 'Drama', 'Film-Noir']",1951,6.3
Autlo,"['Crime', 'Drama']",2019,3.8
Grievous Bodily Harm,"['Crime', 'Drama', 'Mystery']",1988,5.1
Sathuranga Vettai 2,"['Crime', 'Drama', 'Thriller']",2022,7.6
Say Your Prayers,"['Comedy', 'Crime', 'Drama']",2020,5.3
Angels of Darkness,"['Crime', 'Drama']",2017,0
Dead in the Water,"['Crime', 'Thriller']",2002,4.8
Kansas,"['Crime', 'Drama', 'Romance']",1988,5.4
The Street with No Name,"['Crime', 'Drama', 'Film-Noir']",1948,7.1
Hors la loi,"['Crime', 'Drama', 'War']",2010,6.6
Nosotros los pobres,"['Comedy', 'Crime', 'Drama']",1948,7.8
Fall Time,"['Crime', 'Drama']",1995,5.4
Blue: The American Dream,"['Crime', 'Drama', 'Sport']",2016,6
Kochegar,"['Crime', 'Drama']",2010,6.6
Murder on the Cape,"['Crime', 'Drama', 'Mystery']",2017,2.7
Played,"['Crime', 'Drama', 'Thriller']",2006,4.3
Campfire Stories,"['Crime', 'Horror', 'Drama']",2001,3.1
Tam jeong deo bigining,"['Comedy', 'Crime', 'Thriller']",2015,6.6
Terreur cannibale,"['Crime', 'Drama', 'Horror']",1980,2.4
The Lookalike,"['Crime', 'Thriller']",2014,5.3
Sin tetas no hay paraíso,"['Crime', 'Drama', 'Thriller']",2010,4.9
Game Changer,"['Comedy', 'Crime', 'Drama']",2021,4.1
Brigham City,"['Crime', 'Drama', 'Mystery']",2001,6.7
Senapathi,['Crime'],2021,7.5
Smetto quando voglio,"['Comedy', 'Crime']",2014,7
Caught Up,"['Crime', 'Drama', 'Thriller']",1998,5.4
Auxiliary Man,['Crime'],2022,0
Crystal,"['Crime', 'Drama', 'Thriller']",2017,5.4
Deewangee,"['Crime', 'Drama', 'Mystery']",2002,6.5
Fatal Exam,"['Crime', 'Drama', 'Fantasy']",1990,3.6
A Savage Nature,"['Crime', 'Drama', 'Thriller']",2020,3.8
Paanch,"['Crime', 'Thriller']",2003,7.6
La Flamme Rouge,"['Crime', 'Drama', 'Thriller']",2021,6.1
Tees Maar Khan,"['Comedy', 'Crime']",2010,2.5
The Iron Curtain,"['Biography', 'Crime', 'History']",1948,6.3
Manipulated,"['Crime', 'Drama', 'Mystery']",2019,3.8
Tesis sobre un homicidio,"['Crime', 'Mystery', 'Thriller']",2013,6.3
Lou xia de fang ke,"['Crime', 'Drama', 'Thriller']",2016,5.9
Liliane Susewind - Ein tierisches Abenteuer,"['Comedy', 'Crime', 'Family']",2018,5.7
Eddie & Sunny,"['Crime', 'Drama', 'Romance']",2022,8.5
