Title,Genre,Year,Rating
The Art of the Steal,"['Comedy', 'Crime', 'Thriller']",2013,6.3
Incarnate,"['Horror', 'Thriller']",2016,5.2
Up!,"['Comedy', 'Mystery', 'Thriller']",1976,5.8
The Deadly Mantis,"['Family', 'Horror', 'Sci-Fi']",1957,5.1
Rawhead Rex,"['Fantasy', 'Horror', 'Mystery']",1986,5.2
Final Girl,"['Horror', 'Thriller']",2015,4.6
All Hallows' Eve,"['Horror', 'Thriller']",2013,5.1
Fatal Affair,['Thriller'],2020,4.5
Hardware,"['Sci-Fi', 'Thriller']",1990,5.9
All I Need,"['Horror', 'Thriller']",2016,4.1
The Oxford Murders,"['Adventure', 'Crime', 'Horror']",2008,6.1
Through the Glass Darkly,['Thriller'],2020,6.6
Errementari,"['Adventure', 'Fantasy', 'Horror']",2017,6.4
Issac,['Thriller'],2022,0
What Keeps You Alive,"['Horror', 'Thriller']",2018,5.7
Domestic Disturbance,"['Crime', 'Thriller']",2001,5.6
Rounding,['Thriller'],2022,7.6
Butchers,"['Horror', 'Thriller']",2020,4.6
The Retaliators,"['Horror', 'Thriller']",2021,5.7
The Moon-Spinners,"['Adventure', 'Family', 'Mystery']",1964,6.6
The Disappearance of Alice Creed,"['Crime', 'Thriller']",2009,6.7
The Mirror Crack'd,"['Crime', 'Mystery', 'Thriller']",1980,6.2
Hell Night,"['Horror', 'Thriller']",1981,5.6
The Truth About Charlie,"['Mystery', 'Thriller']",2002,4.7
Jack N Jill,"['Comedy', 'Sci-Fi', 'Thriller']",2022,1.4
Apollo 18,"['Horror', 'Mystery', 'Sci-Fi']",2011,5.2
Psycho III,"['Horror', 'Mystery', 'Thriller']",1986,5.4
Without Warning,"['Horror', 'Sci-Fi', 'Thriller']",1980,5.1
Sheer Passion,['Thriller'],1998,4.2
The Other Side of the Door,"['Horror', 'Thriller']",2016,5.3
Money Plane,"['Comedy', 'Crime', 'Thriller']",2020,3.2
The Dark Half,"['Horror', 'Mystery', 'Thriller']",1993,6
Dark Blood,['Thriller'],2012,6.3
Frogs,"['Horror', 'Mystery', 'Sci-Fi']",1972,4.4
The New Daughter,"['Horror', 'Thriller']",2009,5.3
The Matador,"['Comedy', 'Crime', 'Thriller']",2005,6.7
Incognito,"['Crime', 'Romance', 'Thriller']",1997,6.4
Saboteur,"['Thriller', 'War']",1942,7.1
Diary of the Dead,"['Fantasy', 'Horror', 'Sci-Fi']",2007,5.6
The Institute,['Thriller'],2017,4.1
Terror Train,"['Horror', 'Mystery', 'Thriller']",1980,5.8
Killerman,['Thriller'],2019,5.5
Sins of Desire,"['Crime', 'Thriller']",1993,4.1
Foe,"['Sci-Fi', 'Thriller']",,0
The Hound of the Baskervilles,"['Horror', 'Mystery', 'Thriller']",1939,7.4
Mara,"['Crime', 'Horror', 'Mystery']",2018,5.1
Teaching Mrs. Tingle,"['Comedy', 'Thriller']",1999,5.3
Fade to Black,"['Comedy', 'Crime', 'Horror']",1980,6
Feed,"['Crime', 'Horror', 'Thriller']",2005,5.3
Opera,"['Crime', 'Horror', 'Mystery']",1987,6.9
Atlas,"['Adventure', 'Sci-Fi', 'Thriller']",#N/A,0
Dead Men Don't Wear Plaid,"['Comedy', 'Crime', 'Mystery']",1982,6.8
Nayattu,"['Crime', 'Thriller']",2021,8.1
Kill the Czar,['Thriller'],,0
Kaboom,"['Comedy', 'Mystery', 'Romance']",2010,5.7
Untitled Accountant Sequel,['Thriller'],,0
The Seduction,['Thriller'],1982,4.9
The Perfect Host,"['Comedy', 'Crime', 'Thriller']",2010,6.7
Tower of Terror,"['Fantasy', 'Horror', 'Thriller']",,0
A Stalker in the House,['Thriller'],2021,3.9
The Georgetown Project,['Thriller'],2022,0
Lady in White,"['Fantasy', 'Horror', 'Mystery']",1988,6.5
Cold in July,"['Crime', 'Thriller']",2014,6.7
[Rec]²,"['Horror', 'Thriller']",2009,6.5
Dangerous Waters,['Thriller'],,0
Dead for A Dollar,"['Western', 'Thriller']",,0
Cecil B. Demented,"['Comedy', 'Crime', 'Thriller']",2000,6.2
The Mutilator,"['Horror', 'Thriller']",1984,5.2
Pathology,"['Crime', 'Thriller']",2008,5.9
The Girl Who Got Away,"['Horror', 'Thriller']",2021,5.4
The Children,"['Horror', 'Mystery', 'Thriller']",2008,5.9
Nerariyan CBI,"['Mystery', 'Thriller']",2005,5.9
The Vatican Tapes,"['Horror', 'Thriller']",2015,4.8
The Scary of Sixty-First,"['Comedy', 'Horror', 'Mystery']",2021,4.6
Open Windows,"['Crime', 'Mystery', 'Thriller']",2014,5.1
Crush,"['Horror', 'Thriller']",2013,5.6
12 Hour Shift,"['Comedy', 'Horror', 'Thriller']",2020,5.4
Bad Moon,"['Horror', 'Thriller']",1996,5.8
Beyond the Sky,"['Mystery', 'Sci-Fi', 'Thriller']",2018,5.1
Post Mortem,"['Horror', 'Mystery', 'Thriller']",2020,5.6
Kuluçka,"['Fantasy', 'Mystery', 'Sci-Fi']",2017,5.5
Playback,"['Horror', 'Thriller']",2012,4.2
The Bay of Silence,"['Adventure', 'Thriller']",2020,4.4
The Wrong Daughter,"['Crime', 'Thriller']",2018,5
68 Kill,"['Comedy', 'Crime', 'Thriller']",2017,6
Bordertown,"['Crime', 'Mystery', 'Thriller']",2007,6
The Invocation of Enver Simaku,"['History', 'Horror', 'Mystery']",2018,4.9
Assimilate,"['Horror', 'Thriller']",2019,5.3
The Dare,"['Horror', 'Mystery', 'Thriller']",2019,5.1
Exists,"['Horror', 'Thriller']",2014,5.2
Lethal Seduction,['Thriller'],2015,5.1
The Whole Ten Yards,"['Comedy', 'Crime', 'Thriller']",2004,5.4
Don't Hang Up,"['Horror', 'Thriller']",2016,5.5
Love Crimes,"['Romance', 'Thriller']",1992,4.2
The Initiation,"['Horror', 'Mystery', 'Thriller']",1984,5.6
Phase IV,"['Horror', 'Sci-Fi', 'Thriller']",1974,6.5
Kazn,['Thriller'],2021,6.8
Mortal Thoughts,"['Mystery', 'Thriller']",1991,5.7
Space Truckers,"['Adventure', 'Comedy', 'Sci-Fi']",1996,5.3
True to the Game 3,"['Romance', 'Thriller']",2021,4.4
Tightrope,"['Crime', 'Mystery', 'Thriller']",1984,6.3
A Violent Separation,"['Crime', 'Thriller']",2019,5.7
Night Caller,"['Horror', 'Mystery', 'Thriller']",2022,5.9
Hostage House,['Thriller'],2021,3.9
The Cleaning Lady,"['Horror', 'Thriller']",2018,5.5
4.3.2.1.,"['Crime', 'Thriller']",2010,5.8
Breaking the Girls,"['Crime', 'Thriller']",2012,5
The Private Life of Sherlock Holmes,"['Adventure', 'Comedy', 'Crime']",1970,7
From Within,"['Horror', 'Mystery', 'Thriller']",2008,5.6
The Doll,"['Fantasy', 'Horror', 'Sci-Fi']",2017,2.4
Happily,"['Comedy', 'Crime', 'Romance']",2021,5.3
Killing Zoe,"['Crime', 'Thriller']",1993,6.4
Razorback,"['Horror', 'Thriller']",1984,6
The River Murders,"['Crime', 'Mystery', 'Thriller']",2011,5.2
The Bee Keeper,['Thriller'],,0
Night Skies,"['Horror', 'Sci-Fi', 'Thriller']",2007,4.5
An Affair to Die For,"['Horror', 'Thriller']",2019,4.8
Brut Force,['Thriller'],2022,6.1
Two Deaths of Henry Baker,"['Crime', 'Thriller']",2020,4.9
Body of Deceit,"['Mystery', 'Romance', 'Thriller']",2017,4.1
House of Games,"['Crime', 'Thriller']",1987,7.2
They Live in the Grey,"['Horror', 'Thriller']",2022,5
Cutting Class,"['Comedy', 'Crime', 'Horror']",1989,4.5
The Beast of Hollow Mountain,"['Horror', 'Romance', 'Sci-Fi']",1956,4.1
Wolfen,"['Horror', 'Thriller']",1981,6.3
Subway,['Thriller'],1985,6.5
Feardotcom,"['Crime', 'Horror', 'Thriller']",2002,3.4
The Lost World,"['Adventure', 'Fantasy', 'Sci-Fi']",1925,7
Initiation,"['Crime', 'Horror', 'Mystery']",2020,5
Birdemic 2: The Resurrection,"['Horror', 'Thriller']",2013,1.5
Hideaway,"['Fantasy', 'Horror', 'Thriller']",1995,5.3
Area 51,"['Horror', 'Mystery', 'Sci-Fi']",2015,4.2
Bloody Birthday,"['Horror', 'Thriller']",1981,5.7
Pretty Maids All in a Row,"['Comedy', 'Crime', 'Mystery']",1971,6.1
Gnome Alone,"['Animation', 'Adventure', 'Comedy']",2017,5.6
10 Minutes Gone,"['Crime', 'Thriller']",2019,3.6
Critters 3,"['Comedy', 'Horror', 'Sci-Fi']",1991,4.4
Los ojos de Julia,"['Horror', 'Mystery', 'Thriller']",2010,6.7
Phobias,"['Horror', 'Thriller']",2021,3.6
Cheerleader Camp,"['Comedy', 'Horror', 'Thriller']",1988,4.6
Quatermass and the Pit,"['Horror', 'Mystery', 'Sci-Fi']",1967,7
Slapface,"['Horror', 'Thriller']",2021,5.1
Operation Seawolf,['Thriller'],2022,0
The Ghostmaker,"['Fantasy', 'Horror', 'Sci-Fi']",2012,4.9
Lang Tong,['Thriller'],2014,4.8
Birthday Girl,"['Comedy', 'Crime', 'Thriller']",2001,6
Goodbye Lover,"['Comedy', 'Crime', 'Mystery']",1998,5.6
Small Town Crime,"['Crime', 'Mystery', 'Thriller']",2017,6.6
Ice Station Zebra,"['Adventure', 'Thriller']",1968,6.6
The Manhattan Project,"['Sci-Fi', 'Thriller']",1986,6.1
The Den,"['Horror', 'Mystery', 'Thriller']",2013,6
Class of Nuke 'Em High,"['Comedy', 'Horror', 'Sci-Fi']",1986,5.6
Enter Nowhere,"['Mystery', 'Sci-Fi', 'Thriller']",2011,6.5
Night Train to Lisbon,"['Mystery', 'Romance', 'Thriller']",2013,6.8
2 Win,['Thriller'],,0
The Gallows,"['Horror', 'Mystery', 'Thriller']",2015,4.2
Liquid Sky,"['Sci-Fi', 'Thriller']",1982,6
Love Games,"['Crime', 'Thriller']",2016,4.2
Tales of Terror,"['Comedy', 'Horror', 'Mystery']",1962,6.8
The Legend of La Llorona,"['Horror', 'Thriller']",2022,3.1
Ca$h,"['Crime', 'Thriller']",2010,5.9
Casa privata per le SS,"['Horror', 'Thriller', 'War']",1977,4.2
Wolves at the Door,"['Horror', 'Mystery', 'Thriller']",2016,4.4
The Surprise Visit,['Thriller'],2022,4.1
Big Nothing,"['Comedy', 'Crime', 'Thriller']",2006,6.7
Bride of Re-Animator,"['Comedy', 'Horror', 'Sci-Fi']",1990,6.2
Tropico,['Thriller'],,0
Finding Steve McQueen,"['Crime', 'Thriller']",2019,6.2
Teach Me Tonight,"['Mystery', 'Romance', 'Thriller']",1997,4.2
They,"['Horror', 'Mystery', 'Thriller']",2002,4.8
Banshee Chapter,"['Horror', 'Mystery', 'Sci-Fi']",2013,5.4
Sex Doll,['Thriller'],2016,4.5
The Assassin's Code,"['Crime', 'Thriller']",2018,5
Road Games,"['Horror', 'Mystery', 'Thriller']",2015,6.6
Road Games,"['Drama', 'Horror', 'Mystery']",2015,5.4
My Soul to Take,"['Horror', 'Mystery', 'Thriller']",2010,4.7
Big Bully,"['Comedy', 'Thriller']",1996,4.7
I Still See You,"['Fantasy', 'Horror', 'Sci-Fi']",2018,5.8
Killer Sofa,"['Comedy', 'Fantasy', 'Horror']",2019,3.7
Condition of Return,['Thriller'],,0
Held,"['Horror', 'Mystery', 'Thriller']",2020,5.2
The Nameless Days,"['Horror', 'Mystery', 'Thriller']",2022,4.2
Graduation Day,"['Horror', 'Mystery', 'Thriller']",1981,4.8
Night at the Museum: Kahmunrah Rises Again,"['Animation', 'Adventure', 'Comedy']",2022,0
Nattevagten,['Thriller'],1994,7.2
Ginger Snaps 2: Unleashed,"['Horror', 'Thriller']",2004,6.4
Take Me,"['Comedy', 'Crime', 'Mystery']",2017,6.1
The Wrong Guy,"['Comedy', 'Thriller']",1997,6.7
Urge,['Thriller'],2016,4.4
The Curse of Frankenstein,"['Horror', 'Sci-Fi', 'Thriller']",1957,7
The Shrouds,"['Horror', 'Thriller']",,0
Boar,"['Adventure', 'Horror', 'Thriller']",2017,5.1
Kristy,"['Horror', 'Thriller']",2014,5.8
"Guns, Girls and Gambling","['Crime', 'Thriller', 'Western']",2012,5.5
The Factory,"['Crime', 'Mystery', 'Thriller']",2012,5.7
Follower,"['Horror', 'Thriller']",2022,3.2
The Lodger,"['Crime', 'Mystery', 'Thriller']",2009,5.7
John Luther,"['Crime', 'Mystery', 'Thriller']",2022,8.2
The Legend of DarkHorse County,['Thriller'],2014,6
Rituals,"['Adventure', 'Horror', 'Thriller']",1977,6.3
Stay Out Stay Alive,"['Horror', 'Thriller']",2019,4.1
Bats,"['Horror', 'Sci-Fi', 'Thriller']",1999,3.9
A Job to Die For,['Thriller'],2022,5.4
Horror in the High Desert,"['Horror', 'Thriller']",2021,5.5
Chuyen Ma Gan Nhà,"['Horror', 'Thriller']",2022,4.6
The Bat,"['Horror', 'Mystery', 'Thriller']",1959,6
Deadly Girls Night Out,['Thriller'],2021,5.5
Benny Loves You,"['Comedy', 'Fantasy', 'Horror']",2019,5.6
Toolbox Murders,"['Horror', 'Mystery', 'Thriller']",2004,5.3
Ghosts of the Ozarks,"['Horror', 'Mystery', 'Thriller']",2021,4.2
Smiley,"['Horror', 'Mystery', 'Thriller']",2012,3.4
Hillwalkers,"['Horror', 'Thriller']",2022,4.1
Silent Madness,"['Horror', 'Thriller']",1984,5.1
The Quiet Ones,"['Horror', 'Mystery', 'Thriller']",2014,5.1
Hello Stranger,"['Sci-Fi', 'Thriller']",2023,0
Honour,['Thriller'],2014,6
Slither,"['Comedy', 'Thriller', 'Crime']",1973,6.2
Eyes of a Stranger,"['Horror', 'Thriller']",1981,5.9
Amer,"['Horror', 'Thriller']",2009,6.1
The Terror,"['Horror', 'Thriller']",1963,5
Rich Flu,['Thriller'],,0
Confidence,"['Crime', 'Thriller']",2003,6.6
Tales of Halloween,"['Adventure', 'Comedy', 'Fantasy']",2015,5.5
Ten Little Indians,"['Crime', 'Mystery', 'Thriller']",1989,5.6
Ten Little Indians,"['Crime', 'Mystery', 'Thriller']",1989,4.7
A Return to Salem's Lot,"['Comedy', 'Horror', 'Thriller']",1987,4.3
Do Not Hesitate,['Thriller'],2021,6.8
Run! Bitch Run!,"['Horror', 'Thriller']",2009,4.1
Deadly Switch,"['Mystery', 'Thriller']",2019,4.5
Bayou Caviar,"['Crime', 'Thriller']",2018,4.6
The Hills Have Eyes Part II,"['Horror', 'Thriller']",1984,3.7
Ghostwriter,['Thriller'],2021,7.4
Night and the City,"['Crime', 'Film-Noir', 'Mystery']",1950,7.9
Witchboard,"['Horror', 'Mystery', 'Thriller']",1986,5.6
You Might Be the Killer,"['Comedy', 'Horror', 'Mystery']",2018,5.9
Adverse,"['Crime', 'Thriller']",2020,4.9
Faceless,"['Horror', 'Thriller']",1987,5.8
Shade,"['Crime', 'Thriller']",2003,6.3
Mindwarp,"['Horror', 'Sci-Fi', 'Thriller']",1991,5.2
Open Grave,"['Horror', 'Mystery', 'Sci-Fi']",2013,6.2
The Harbinger,"['Horror', 'Mystery', 'Thriller']",2022,0
Band of Robbers,"['Adventure', 'Comedy', 'Crime']",2015,6
Topkapi,"['Adventure', 'Comedy', 'Crime']",1964,7
V/H/S Viral,"['Horror', 'Thriller']",2014,4.2
What We Found,['Thriller'],2020,5.2
Assailant,['Thriller'],2022,5.3
The Nun 2,"['Horror', 'Mystery', 'Thriller']",,0
Kuruthi,['Thriller'],2021,7.6
Inexorable,['Thriller'],2021,6.4
Pin,"['Horror', 'Thriller']",1988,6.5
Autopsy,"['Horror', 'Mystery', 'Thriller']",2008,5.9
Autopsy,"['Horror', 'Mystery', 'Thriller']",2008,4.9
The Hallow,"['Fantasy', 'Horror', 'Thriller']",2015,5.7
House of Darkness,"['Comedy', 'Horror', 'Mystery']",2022,0
The Tortured,"['Horror', 'Thriller']",2010,5.4
Snapdragon,"['Mystery', 'Thriller']",1993,3.7
Let Us Prey,"['Horror', 'Thriller']",2014,5.8
Mikey,"['Horror', 'Thriller']",1992,5.6
Madhouse,"['Crime', 'Horror', 'Mystery']",1974,6.2
The Grudge 3,"['Horror', 'Mystery', 'Thriller']",2009,4.6
The Oak Room,"['Mystery', 'Thriller']",2020,5.6
Nr. 10,['Thriller'],2021,6.7
Cypher,"['Mystery', 'Sci-Fi', 'Thriller']",2002,6.7
Killer Movie: Director's Cut,"['Comedy', 'Horror', 'Mystery']",2021,4.7
The Man from Rome,"['Mystery', 'Thriller']",2022,0
The Calm Beyond,"['Sci-Fi', 'Thriller']",2020,5.3
Funeral in Berlin,['Thriller'],1966,6.8
Twenty One Hours,['Thriller'],2022,7.2
Nightshade,['Thriller'],2022,3.7
The Gingerbread Man,"['Crime', 'Mystery', 'Thriller']",1998,5.7
Daddy's Girl,"['Crime', 'Horror', 'Thriller']",2018,4.6
Aenigma,"['Horror', 'Mystery', 'Romance']",1987,5
6 Souls,"['Horror', 'Mystery', 'Thriller']",2010,6
The House on Carroll Street,['Thriller'],1987,6.1
Lantern's Lane,"['Comedy', 'Horror', 'Thriller']",2021,3.1
Measure of Revenge,"['Crime', 'Mystery', 'Thriller']",2022,3.5
The 9th Life of Louis Drax,['Thriller'],2016,6.3
"Holland, Michigan",['Thriller'],,0
Irul,"['Mystery', 'Thriller']",2021,5.8
Nomads,"['Horror', 'Mystery', 'Thriller']",1986,5.3
Mercy Black,"['Horror', 'Mystery', 'Thriller']",2019,4.9
Dance with Death,['Thriller'],1992,4.5
Madman,"['Horror', 'Thriller']",1981,5.1
Haunter,"['Fantasy', 'Horror', 'Mystery']",2013,5.9
Smiley Face Killers,"['Horror', 'Thriller']",2020,3.6
The City of the Dead,"['Horror', 'Mystery', 'Thriller']",1960,6.7
Byeonshin,"['Horror', 'Thriller']",2019,5.8
4x4,"['Crime', 'Thriller']",2019,5.7
Black Rock,"['Horror', 'Thriller']",2012,4.8
Scissors,"['Horror', 'Thriller']",1991,5.1
Goldstone,"['Crime', 'Thriller']",2016,6.5
You Kill Me,"['Comedy', 'Crime', 'Romance']",2007,6.4
The Summoned,"['Horror', 'Thriller']",2022,8.8
Body Parts,"['Horror', 'Sci-Fi', 'Thriller']",1991,5.6
Night of the Lepus,"['Horror', 'Sci-Fi', 'Thriller']",1972,4.1
Burke and Hare,"['Comedy', 'Crime', 'History']",2010,6.1
Damascus Cover,"['Mystery', 'Thriller']",2017,5.2
Rebirth,['Thriller'],2016,4.9
The Alleys,['Thriller'],2021,7.9
From the Dark,"['Horror', 'Thriller']",2014,4.8
The Maid's Room,['Thriller'],2013,4.5
Human Experiments,"['Crime', 'Horror', 'Thriller']",1979,4.3
Visiting Hours,"['Horror', 'Thriller']",1982,5.7
Killer Fish,"['Horror', 'Sci-Fi', 'Thriller']",1979,4.1
I Am Lisa,"['Horror', 'Thriller']",2020,3.9
Beneath,"['Horror', 'Sci-Fi', 'Thriller']",2013,3.5
Room for Rent,"['Crime', 'Horror', 'Mystery']",2019,5.4
Naked Souls,"['Sci-Fi', 'Thriller']",1996,3.2
Site,"['Horror', 'Thriller']",2022,0
Here Kills the Bride,['Thriller'],2022,5.7
The Butterfly Effect 3: Revelations,"['Crime', 'Sci-Fi', 'Thriller']",2009,5.6
Children of the Corn II: The Final Sacrifice,"['Horror', 'Thriller']",1992,4.3
Do Not Reply,"['Horror', 'Thriller']",2019,4.4
Scary Stories to Tell in the Dark 2,"['Adventure', 'Family', 'Horror']",,0
Infini,"['Horror', 'Sci-Fi', 'Thriller']",2015,5.3
The Editor,"['Comedy', 'Crime', 'Horror']",2014,6
Among the Shadows,"['Horror', 'Thriller']",2019,2
The Yacht,['Thriller'],2022,0
Girl Next,"['Horror', 'Thriller']",2021,5.7
Eerie,"['Horror', 'Mystery', 'Thriller']",2018,4.6
Incarnation,"['Horror', 'Thriller']",2022,5.1
The Retreat,"['Horror', 'Thriller']",2021,4.7
Brain Dead,"['Horror', 'Mystery', 'Sci-Fi']",1990,5.9
Dark Encounter,"['Mystery', 'Sci-Fi', 'Thriller']",2019,5.3
Distorted,"['Crime', 'Mystery', 'Thriller']",2018,4.6
Uncovered,"['Mystery', 'Thriller']",1994,5.7
This Game's Called Murder,"['Comedy', 'Crime', 'Mystery']",2021,3.5
Trikona,"['Mystery', 'Thriller']",2022,9.2
"Kinsenas, katapusan",['Thriller'],2022,6.2
Tone-Deaf,"['Comedy', 'Horror', 'Thriller']",2019,4.8
Hypochondriac,"['Horror', 'Thriller']",2022,6.8
The Row,"['Horror', 'Thriller']",2018,3.3
The Mean Season,"['Crime', 'Thriller']",1985,6.1
The Mephisto Waltz,"['Horror', 'Mystery', 'Thriller']",1971,6
The Giant Claw,"['Fantasy', 'Horror', 'Sci-Fi']",1957,4.5
The Crooked Man,"['Fantasy', 'Horror', 'Mystery']",,0
Pussy Kills,['Thriller'],2017,3.6
Redacted,"['Crime', 'Thriller', 'War']",2007,6.1
The Locksmith,['Thriller'],,0
The Puppet Masters,"['Horror', 'Sci-Fi', 'Thriller']",1994,5.9
Of Unknown Origin,"['Horror', 'Thriller']",1983,6.1
Babysitter Wanted,"['Horror', 'Thriller']",2008,5.4
Harpoon,"['Comedy', 'Horror', 'Thriller']",2019,6
Storm Warning,"['Horror', 'Thriller']",2007,5.8
Physical Evidence,"['Crime', 'Mystery', 'Romance']",1989,5.1
Mystery Date,"['Comedy', 'Crime', 'Romance']",1991,6
The Girl in the Yellow Jumper,['Thriller'],2020,5.5
Cosmic Dawn,"['Sci-Fi', 'Thriller']",2022,4
Motherly,"['Horror', 'Thriller']",2021,5.1
The Night,"['Horror', 'Mystery', 'Thriller']",2020,5.5
Devil's Gate,"['Horror', 'Sci-Fi', 'Thriller']",2017,5.1
The Kindred,"['Horror', 'Sci-Fi', 'Thriller']",1987,5.5
I.S.S,"['Sci-Fi', 'Thriller']",,0
Boogeyman 3,"['Horror', 'Thriller']",2008,4.6
A Study in Terror,"['Crime', 'Mystery', 'Thriller']",1965,6.5
Sudden Fear,"['Film-Noir', 'Thriller']",1952,7.5
Laid to Rest,"['Horror', 'Thriller']",2009,5.2
Crow Valley,"['Horror', 'Thriller']",2022,2.9
The Cottage,"['Comedy', 'Crime', 'Horror']",2008,6.1
The Blue Dahlia,"['Crime', 'Film-Noir', 'Mystery']",1946,7.1
ThanksKilling,"['Comedy', 'Horror', 'Thriller']",2009,4.1
Murder by Decree,"['Crime', 'Mystery', 'Thriller']",1979,6.8
Phoenix Forgotten,"['Horror', 'Mystery', 'Sci-Fi']",2017,5.3
Spider in the Web,['Thriller'],2019,4.4
Humongous,"['Horror', 'Mystery', 'Romance']",1982,4.8
Giallo,"['Crime', 'Mystery', 'Thriller']",2009,4.4
Intruders,"['Adventure', 'Fantasy', 'Horror']",2011,5.4
Septembers of Shiraz,['Thriller'],2015,6.2
The Charnel House,"['Horror', 'Mystery', 'Thriller']",2016,4.3
Run for the Sun,"['Adventure', 'Thriller']",1956,6.4
Muti,['Thriller'],2022,0
Whoever Slew Auntie Roo?,"['Horror', 'Thriller']",1972,6.1
Intersect,"['Horror', 'Sci-Fi', 'Thriller']",2020,3.7
57 Seconds,"['Sci-Fi', 'Thriller']",,0
Most Likely to Murder,['Thriller'],2019,5.2
The Minute You Wake Up Dead,['Thriller'],2022,0
Blacula,"['Fantasy', 'Horror', 'Romance']",1972,5.7
Head Above Water,"['Comedy', 'Thriller']",1996,6
The Independent,['Thriller'],,0
The Alphabet Killer,"['Crime', 'Mystery', 'Thriller']",2008,5.2
The Cat and the Canary,"['Comedy', 'Horror', 'Mystery']",1939,7.1
God's Country,['Thriller'],2022,6
Anchor,"['Mystery', 'Thriller']",2022,5.8
Ruin,"['Thriller', 'War']",#N/A,0
The Carey Treatment,"['Crime', 'Mystery', 'Thriller']",1972,6.1
The Evil,"['Horror', 'Thriller']",1978,5.6
The Vagrant,"['Comedy', 'Horror', 'Thriller']",1992,5.7
Emelie,"['Horror', 'Mystery', 'Thriller']",2015,5.4
The Morning After,"['Crime', 'Mystery', 'Romance']",1986,5.9
The Lords of Discipline,['Thriller'],1983,6.6
Vacancy 2: The First Cut,"['Horror', 'Thriller']",2008,4.9
Evil Eye,"['Horror', 'Mystery', 'Thriller']",2020,4.8
Bermuda,['Thriller'],#N/A,0
The Fare,"['Mystery', 'Romance', 'Thriller']",2018,6.2
Children of the Corn III: Urban Harvest,"['Horror', 'Thriller']",1995,4.2
Season of Fear,['Thriller'],1989,4.5
Halloween at Aunt Ethel's,"['Comedy', 'Horror', 'Thriller']",2019,3.7
White Night,['Thriller'],#N/A,0
Novembre,['Thriller'],2022,6.2
Max Winslow and the House of Secrets,"['Family', 'Sci-Fi', 'Thriller']",2019,5
The Candy Snatchers,"['Crime', 'Thriller']",1973,6.3
Last Embrace,"['Mystery', 'Romance', 'Thriller']",1979,6.1
Once You Kiss a Stranger...,['Thriller'],1969,5.4
The Houses October Built,"['Horror', 'Thriller']",2014,5.1
The Bedroom Window,"['Crime', 'Mystery', 'Thriller']",1987,6.4
Bound to Vengeance,"['Horror', 'Thriller']",2015,5.6
Friend of the Family II,['Thriller'],1996,4.5
Warning Shot,['Thriller'],2018,4.8
Riding the Bullet,"['Horror', 'Thriller']",2004,5.1
Gehenna: Where Death Lives,"['Horror', 'Mystery', 'Thriller']",2016,4.9
Svaha: The Sixth Finger,"['Crime', 'Horror', 'Mystery']",2019,6.2
Night School,"['Horror', 'Mystery', 'Thriller']",1981,5.6
The Monkey's Mask,"['Crime', 'Mystery', 'Thriller']",2000,5
Ittefaq,"['Crime', 'Mystery', 'Thriller']",2017,7.2
Pretty Obsession,['Thriller'],2012,4.2
Time Cut,"['Horror', 'Thriller']",2022,0
400 Days,"['Mystery', 'Sci-Fi', 'Thriller']",2015,4.4
Wendigo,"['Horror', 'Mystery', 'Thriller']",2001,5.1
